V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instructions,Male_KheuKhya_weich,Female_KheuKhya_weic,Female_KheuKhya_weic,Male_KheuKhya_weich,Male_KhyaKheu_weich,Female_KhyaKheu_weic,Female_KhyaKheu_weic,Male_KhyaKheu_weich,Male_KhyaKheu_weich,Female_KheuKhya_weic,Female_KhyaKheu_weic,Male_KheuKhya_weich,Male_KheuKhya_weich,Female_KhyaKheu_weic,Female_KheuKhya_weic,Male_KhyaKheu_weich,Female_KheuKhya_hart,Male_KhyaKheu_hart,Male_KheuKhya_hart,Female_KhyaKheu_hart,Female_KhyaKheu_hart,Male_KheuKhya_hart,Male_KhyaKheu_hart,Female_KheuKhya_hart,Female_KhyaKheu_hart,Male_KhyaKheu_hart,Male_KhyaKheu_hart,Female_KhyaKheu_hart,Female_KheuKhya_hart,Male_KheuKhya_hart,Male_KheuKhya_hart,Male_KheuKhya_hart,Qualitative question,AudioQuestion,AudioMultiple,Age,Gender,Handedness,Native,KoreanLanguage,KoreanRestaurant,SojuQuestion,KoreanFriends,KoreanDrama,KoreanVisit,Description,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1LFH2EKxsc5e7W1,Default Response Set,Anonymous,,,80.109.146.178,0,2019-04-29 05:29:18,2019-04-29 05:35:10,1,1,1,,,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,"Explosivere Geräuche klangen härter, die anderen, die so klangen als würde der Luftstrom nicht blockiert werden, waren weicher. Eventuell auch Erinnerung an Schlagzeugklänge (hart = rimshot, weich = highhat mit einem Besen gespielt)",Ja,Nein,25,männlich,rechtshändig,Deutsch,Nein,Ja,Ja,Ja,Selten,Niemals,1,47.2626953125,11.394500732422,-1,
R_3pbzpS5uORlhBo6,Default Response Set,Anonymous,,,80.110.64.59,0,2019-04-29 06:07:04,2019-04-29 06:10:42,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,"Mich hat nur die erste Hälfte der Aufnahmen beeinflusst. Wenn das Geräusch ein KACHHH war, hat mich nur das KA beeinflusst.",Ja,Nein,26,männlich,rechtshändig,Deutsch,Nein,Ja,Nein,Nein,Selten,Niemals,1,48.21549987793,16.307495117188,-1,
R_2PAWd2M1cIOh9JK,Default Response Set,Anonymous,,,138.232.236.2,0,2019-04-29 06:27:26,2019-04-29 06:34:24,1,1,1,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,"Im zweiten Durchgang klang das erste Beispiel kindlicher....das hat möglicherweise ""weich"" für mich getriggert. / Im ersten Durchgang konnte ich mich (wie im Zweiten) kaum entscheiden, weil beides ""hart"" klingt. Das erste Beispiel klingt etwas ängstlich (verteidigend) das zweite bedrohlich (angreiferisch). Muss ich eines der zwei als ""weich"" bezeichnen, so wähle ich das Ängstliche.",Ja,Nein,32,weiblich,rechtshändig,Deutsch,Nein,Ja,Nein,Nein,Niemals,Niemals,1,47.2626953125,11.394500732422,-1,
R_1gqlS7Ak2QaJLJn,Default Response Set,Anonymous,,,185.67.175.9,0,2019-04-29 08:02:00,2019-04-29 08:11:09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,Beim 2. Experiment der sirrende Ton beim 2. Jingle machte für mich den Gesamteindruck härter. War bewusste Entscheidung. Unbewusst wäre wohl der erste härter gewesen. ,Ja,Nein,63,männlich,beidhändig,Österreichisches Deutsch,Anfänger,Ja,Nein,Ja,Weiss nicht,Niemals,1,47.233093261719,9.6000061035156,-1,
R_pc3mG8K67VOOVCp,Default Response Set,Anonymous,,,80.146.103.109,0,2019-04-29 08:26:15,2019-04-29 08:29:17,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Zweite Aufnahme,,,,,"Man hatte das Gefühl, das bei den härteren Geräusche, mehr grrr-Geräusche waren, also laute mit r od k.",Ja,Nein,44,männlich,rechtshändig,Deutsch,Nein,Ja,Vielleicht,Nein,Niemals,Niemals,1,50.921401977539,6.9506988525391,-1,
R_XG1DRFE70Nl86bL,Default Response Set,Anonymous,,,192.76.8.64,0,2019-04-29 09:31:43,2019-04-29 09:38:30,1,1,1,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,Jeweils beide Aufnahmen begannen mit einem plosive; die darauffolgenden 'Zischlaute' (fricatives?) erschienen mir kombiniert mit Vokallauten. Der a-Laut im ersten und der e-Laut im zweiten Beispiel erschienen mir jeweils weicher (weil offener).,Ja,Ja,30,männlich,rechtshändig,Deutsch,Nein,Nein,Nein,Nein,Selten,Niemals,1,51.715805053711,-1.2924957275391,-1,
R_TkioVMj1CeGxz8d,Default Response Set,Anonymous,,,134.95.7.250,0,2019-04-30 00:43:35,2019-04-30 00:46:29,1,1,1,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stärke des Plosivs und anschließender Aspiration bzw. Friktion,Ja,Nein,30,weiblich,rechtshändig,Deutsch,Nein,Nein,Nein,Nein,Niemals,Niemals,1,50.93229675293,6.9183044433594,-1,
R_1243pVKeSvqz82J,Default Response Set,Anonymous,,,176.199.215.230,0,2019-04-30 09:40:00,2019-04-30 09:44:06,1,1,1,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,Die 'härtere' Aufnahme klang kürzer bzw. abgehackter.,Ja,Nein,56,weiblich,rechtshändig,deutsch,Nein,Nein,Nein,Nein,Selten,Niemals,1,50.9541015625,6.9102935791016,-1,
R_3QMF0yBrdLMZFXr,Default Response Set,Anonymous,,,194.208.140.49,0,2019-04-30 15:33:35,2019-04-30 15:39:38,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,"Ich glaube, dass für mich ein „sch“ weicher klingt. Ähnlich dem Geräusch eines Luftstroms, es bewegt sich und fließt. Während das „kh“ hart ist und eher an das holpern eines Zuges erinnert. Stockend und abrupt.",Nein,Nein,34,weiblich,beidhändig,Deutsch / österreichisch,Nein,Ja,Nein,Ja,Niemals,Niemals,1,47.233093261719,9.6000061035156,-1,
R_22mexepThQvzYbu,Default Response Set,Anonymous,,,194.208.140.49,0,2019-04-30 15:40:09,2019-04-30 15:44:10,1,1,1,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,"Für mich klangen die erste und die letzte Aufnahme sehr ähnlich bis gleich. Sie glichen einem Angriff einer Kobra, die sich aufrichtet. Der zweite Laut der ersten Frage hingegen war eher der Laut einer Schlange, die aus ihrer Angreiferposition wieder zurück in eine Ruheposition kommt.",Ja,Nein,34,weiblich,beidhändig,Deutsch,Nein,Ja,Ja,Ja,Niemals,Niemals,1,47.233093261719,9.6000061035156,-1,
R_2i7D6aXzUhOzV8B,Default Response Set,Anonymous,,,46.93.15.224,0,2019-04-30 14:41:08,2019-04-30 14:51:17,0,1,1,,,,,,,,,,,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_31WQhc48yXFEWUW,Default Response Set,Anonymous,,,82.44.211.73,0,2019-04-30 07:26:51,2019-04-30 07:27:32,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3MtyA56hXiGPpXO,Default Response Set,Anonymous,,,194.208.140.49,0,2019-04-29 23:10:14,2019-04-29 23:11:53,0,1,1,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1mRgqmF5NTpN3b0,Default Response Set,Anonymous,,,93.226.204.188,0,2019-04-29 22:46:31,2019-04-29 22:48:01,0,1,1,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3HhMfpv3BJqpS08,Default Response Set,Anonymous,,,93.104.167.204,0,2019-04-29 12:46:38,2019-04-29 12:50:35,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,Beeinflusst wurde meine Entscheidung durch: Die Geschwindigkeit der präsentierten Laute; das nur einmalige Anhören beider Versionen. Der Nachhall macht den Klang weicher. ,Ja,Nein,46,weiblich,linkshändig,Deutsch,,,,,,,,,,-1,
R_1iqxkOtqqk5HLki,Default Response Set,Anonymous,,,213.205.192.157,0,2019-04-27 05:59:06,2019-04-27 06:02:22,0,1,1,,,,,Zweite Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,dauer des geraeuschs ,Ja,Nein,31,weiblich,rechtshändig,Österreichisches Deutsch,Nein,Ja,Nein,Nein,Selten,Niemals,,,,-1,
R_SE81LKGnlpMmdpL,Default Response Set,Anonymous,,,94.114.60.146,0,2019-04-27 02:57:31,2019-04-27 02:57:40,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2qaNR5oGd67PFHf,Default Response Set,Anonymous,,,176.199.209.50,0,2019-04-26 19:42:05,2019-04-26 19:42:25,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1mJLHmOorqB5Qal,Default Response Set,Anonymous,,,73.162.35.68,0,2019-04-27 06:15:25,2019-04-27 06:16:20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1Qh1iVaDQTKVg3l,Default Response Set,Anonymous,,,93.226.200.136,0,2019-04-29 04:13:32,2019-04-29 04:14:22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1QMEDwwaGpc6sjw,Default Response Set,Anonymous,,,134.95.147.33,0,2019-04-29 03:12:43,2019-04-29 03:12:58,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3hbgs7RZdxd57Fa,Default Response Set,Anonymous,,,78.35.107.245,0,2019-04-29 01:53:46,2019-04-29 01:54:24,0,1,1,,,,,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_SUljvVvC6fBjtHH,Default Response Set,Anonymous,,,95.222.171.69,0,2019-04-28 23:19:03,2019-04-28 23:20:21,0,1,1,,,,,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_DdT8AKwPm3lfXcl,Default Response Set,Anonymous,,,84.132.52.50,0,2019-04-26 13:31:37,2019-04-26 13:32:04,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_88nATFJsjbHIENP,Default Response Set,Anonymous,,,84.132.52.50,0,2019-04-26 13:28:38,2019-04-26 13:36:25,0,1,1,,,,,,,,,,,,,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1JJdPuVIiH4LbnG,Default Response Set,Anonymous,,,217.95.66.43,0,2019-04-26 12:57:49,2019-04-26 12:58:09,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1gNlCTeWCS0kBOx,Default Response Set,Anonymous,,,62.216.206.46,0,2019-04-26 10:43:42,2019-04-26 10:44:05,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_da6e3AlaYJ61oSR,Default Response Set,Anonymous,,,89.15.237.171,0,2019-04-26 09:59:40,2019-04-26 09:59:51,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2tytmWfyedjBRmq,Default Response Set,Anonymous,,,78.94.226.65,0,2019-04-26 07:54:28,2019-04-26 07:55:38,0,1,1,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3lLxmtdbzSgYVtJ,Default Response Set,Anonymous,,,91.64.165.252,0,2019-05-01 02:54:00,2019-05-01 02:57:11,1,1,1,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,"Verschlußphase und Plosiv im ersten klingen ""härter"" und kontinuierliches Gereäusch im zweiten ""weicher""",Ja,Nein,49,weiblich,rechtshändig,Deutsch,Nein,Vielleicht,Nein,Nein,Niemals,Niemals,1,52.582397460938,13.399703979492,-1,
R_3Ep2bRKHw3sq1LM,Default Response Set,Anonymous,,,84.58.35.37,0,2019-05-01 08:17:09,2019-05-01 08:20:23,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Zweite Aufnahme,,,,,,,"Lautstärke? Einmal ging es auch Richtung a, einmal Richtung i - hängt also vielleicht mit dem Vokal zusammen?",Ja,Nein,34,weiblich,rechtshändig,Deutsch ,Nein,Ja,Vielleicht,Nein,Niemals,Niemals,1,48.990707397461,8.3719024658203,-1,
R_9YSUv08a8MxJMZP,Default Response Set,Anonymous,,,77.13.63.127,0,2019-05-01 08:21:33,2019-05-01 08:26:12,1,1,1,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Zweite Aufnahme,,,,,,,,,,,"schwierige Entscheidung. Ich denke, ein Geräusch klingt härter, wenn es mehr ""Attack"" hat. /  / Zur Umfrage: In Safari werden die Soundfiles nicht angezeigt. Ich musste abbrechen und den Link im Firefox öffnen.",Ja,Ja,34,weiblich,rechtshändig,Deutsch,Nein,Ja,Nein,Nein,Niemals,Niemals,1,52.47639465332,13.421997070312,-1,
R_20OLa086gAhYLGL,Default Response Set,Anonymous,,,37.120.30.28,0,2019-05-01 08:25:51,2019-05-01 08:28:41,1,1,1,,,,,,,,,,,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,"Wenn so etwas wie ein ""ch""-Laut (weich gesprochen wie nach i oder e) drin vorkam oder etwas mehr Hauchendes, klang es weicher.",Ja,Nein,36,weiblich,rechtshändig,Deutsch,Nein,Ja,Nein,Nein,Niemals,Niemals,1,52.513198852539,13.514801025391,-1,
R_2wMJ3A30xUBxFQJ,Default Response Set,Anonymous,,,87.78.77.110,0,2019-05-01 11:06:56,2019-05-01 11:09:11,1,1,1,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Es klang in den für mich weicheren Audios ein ""CH"" mit, glaube ich, was es weicher gemacht hat.",Ja,Nein,33,weiblich,rechtshändig,Deutsch,Nein,Vielleicht,Nein,Nein,Niemals,Niemals,1,50.942001342773,7.0166015625,-1,
R_3gN06tPCYvaUobo,Default Response Set,Anonymous,,,188.98.182.215,0,2019-05-01 12:06:53,2019-05-01 12:09:18,1,1,1,,,,,,,,,,,,,,,,,Zweite Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,Vergleichswerte ,Ja,Nein,21,weiblich,beidhändig,Deutsch ,Nein,Ja,Nein,Nein,Niemals,Niemals,1,49.477203369141,8.4817962646484,-1,
R_1gqjzgyDp9J3I6q,Default Response Set,Anonymous,,,193.197.74.227,0,2019-05-01 12:46:49,2019-05-01 12:57:44,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Erste Aufnahme,,,"Beeinflusst haben meine Wahrnehmung wahrscheinlich Intensität und Dauer des Luftstroms (evtl. ""Verschlusszeit"" des Plosivs). Aufgefallen ist mir (ich glaube besonders beim 4. Beispiel) die Aspiration. Ich bin durch mein Linguistik-Studium (Englisch) leicht geprimed, habe mich aber über den normalen Gebrauch hinaus nie näher mit Phonetik befasst.",Ja,Ja,32,weiblich,rechtshändig,Deutsch,Nein,Vielleicht,Nein,Ja,Selten,Niemals,1,48.782302856445,9.1808013916016,-1,
R_2ruyY50ppPaJiDP,Default Response Set,Anonymous,,,203.249.74.114,0,2019-05-01 18:44:26,2019-05-01 18:50:46,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,"Ich glaube, die Laute transportieren Gefühle und Sprechintentionen. ""A"" für Überraschung, also nicht hart. ""E"" für Ablehnung.. oder ""eh, was soll das "". Ich habe nur aber nur einmal gehört. Mit dem Wissen um die Hörbeispiele und auch die Fragen, würde ich vielleicht beim zweiten Mal genauer hören, weil ich jetzt weiß, wie klein die Unterschiede sind. Und deshalb kann es sein, dass ich die Fragen beim zweiten Mal anders beantworten würde.",Ja,Nein,53,weiblich,rechtshändig,Deutsch,Fortgeschrittener,Ja,Ja,Ja,Regelmässig,Mehr als 5 Jahre gelebt,1,37.533294677734,126.95001220703,-1,
R_1NtqTvD1qZjgPj7,Default Response Set,Anonymous,,,134.99.182.18,0,2019-05-02 05:45:00,2019-05-02 05:46:57,1,1,1,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,"Unterschiedliche intensive Aspiration -&gt; weniger Aspiration, härterer Klang",Ja,Ja,30,weiblich,rechtshändig,Deutsch,Nein,Ja,Ja,Nein,Niemals,Niemals,1,51.228302001953,6.7937927246094,-1,
