R_1ey0IUcmkFyyj17,Default Response Set,Anonymous,,,24.144.45.84,0,03/07/2017 00:10,03/07/2017 00:14,1,1,1,1,,,,,,,First,First,,,,,,,,,"On the first set of clips the sound that was ""weaker"" sounding I chose as the 15 percent.  The second clips I just chose the one that sounded like the first clip.",Yes,No,33,male,right-handed,English,None,No,No,Maybe,No,Never,Never,1,FM_KhyaKheu_KheuKhya,35.05220032,-92.50440216,-1
R_1kZdd2J4NdZbjNK,Default Response Set,Anonymous,,,162.205.200.218,0,03/07/2017 00:12,03/07/2017 00:15,1,1,1,1,First,Second,,,,,,,,,,,,,,,I thought that the sounds might be someone reacting to drinking the drink and I picked the one that sounded harsher for the 30% so the 15% must be the other one.,Yes,No,32,male,right-handed,English,None,Yes,No,Yes,No,Never,Never,1,MF_KheuKhya_KheuKhya,34.1190033,-84.4477005,-1
R_2S9nZeEUfmSKnka,Default Response Set,Anonymous,,,76.29.109.131,0,03/07/2017 00:11,03/07/2017 00:18,1,1,1,1,,,Second,Second,,,,,,,,,,,,,I don't know why I associated the softer sound with the lower percentage alcohol. It just seemed to make sense for some reason. Thanks!,Yes,No,42,female,right-handed,English,None,No,No,Maybe,No,Occasionally,Never,1,FM_KheuKhya_KhyaKheu,39.78759766,-85.97190094,-1
R_cAOe74SFRjfxzz3,Default Response Set,Anonymous,,,75.169.165.175,0,03/07/2017 00:12,03/07/2017 00:21,1,1,1,1,,,,,First,Second,,,,,,,,,,,"I'm not 100% positive about what the sound was. I did as your requested and only listened to each sound once. I assumed (and I could be wrong) that the sound was of someone right after swallowing a shot of this rice liquor. An audible gasp of sorts that is associated with strong alcohol. I took the less ""aggressive"" gasp to be associated with the weaker 15% alcohol. At least I think I did. Perhaps I should have listened to each sound multiple times, but I assumed (from your written statement) that you preferred that we not do that, so I only listened to each sound file once.",Yes,No,47,male,right-handed,English,None,No,No,No,No,Rarely,Never,1,MF_KheuKhya_KhyaKheu,41.07130432,-111.9873962,-1
R_1QoRDxdYOxXb4Jd,Default Response Set,Anonymous,,,75.142.58.243,0,03/07/2017 00:39,03/07/2017 00:41,1,1,1,1,,,,,,,,,,,,,First,Second,,,I made my choices based on which ones sounded harsher.,Yes,No,26,male,right-handed,English,None,Yes,Yes,Yes,Yes,Rarely,Never,1,MF_KhyaKheu_KheuKhya,34.14700317,-118.1391983,-1
R_28GrRxMicfLxFF0,Default Response Set,Anonymous,,,50.5.54.60,0,02/07/2017 13:15,02/07/2017 13:20,0,1,1,1,,,,,Second,First,,,,,,,,,,,I associated the sound that had a seemingly more intense release to correspond to the higher alcohol content.,Yes,Yes,29,male,left-handed,English,None,Yes,No,No,Yes,Rarely,Never,,MF_KheuKhya_KhyaKheu,,,-1
R_3k1CLGn2vfCtv9j,Default Response Set,Anonymous,,,72.12.216.178,0,02/07/2017 13:15,02/07/2017 13:16,0,1,1,1,,,,,,,,,Second,Second,,,,,,,no,Yes,No,23,male,right-handed,english,None,Maybe,Maybe,Yes,Maybe,Regularly,Never,,FM_KheuKhya_KheuKhya,,,-1
R_2qeDuOWzYkhBAvr,Default Response Set,Anonymous,,,75.25.130.131,0,03/07/2017 00:40,03/07/2017 00:42,1,1,1,1,,,,,,,,,,,Second,First,,,,,the more exasperated sound would prob be associated with a higher alcohol content (more aggressive taste),Yes,No,33,male,right-handed,english,None,No,Yes,Yes,Yes,Never,Never,1,MF_KhyaKheu_KhyaKheu,37.30610657,-122.0019989,-1
R_1DALn0CoHfdzK2w,Default Response Set,Anonymous,,,50.109.19.86,0,03/07/2017 00:41,03/07/2017 00:43,1,1,1,1,,,,,,,First,Second,,,,,,,,,The carbonation content is different so the lower pitched audio was what I picked for the 15%,Yes,No,20,female,right-handed,English,None,Yes,Yes,Yes,Maybe,Occasionally,Never,1,FM_KhyaKheu_KheuKhya,36.38380432,-88.83190155,-1
R_1riCmHOEigg4YTx,Default Response Set,Anonymous,,,68.203.85.100,0,03/07/2017 00:41,03/07/2017 00:44,1,1,1,1,,,,,,,,,,,Second,First,,,,,no idea ,Yes,Yes,30,male,right-handed,English,None,Yes,No,Yes,Yes,Occasionally,Never,1,MF_KhyaKheu_KhyaKheu,32.92449951,-96.89379883,-1
R_1eQwN8qBCXDv5SV,Default Response Set,Anonymous,,,75.89.193.240,0,03/07/2017 00:43,03/07/2017 00:49,1,1,1,1,Second,Second,,,,,,,,,,,,,,,"The second sounds had more of a ""satisfied"" sound to them, whereas the first sounds had more of an air of surprise but not pleasure. I associate taking pleasure in a beverage with a lower alcohol content. I didn't notice anything else about the sounds, other than that the second set appeared to be a sped up or slightly higher pitched version of the first set.",Yes,No,37,female,left-handed,English,None,Yes,No,Yes,No,Never,Never,1,MF_KheuKhya_KheuKhya,40.17570496,-76.165802,-1
R_3nji3GEjo7wyCgm,Default Response Set,Anonymous,,,24.214.132.22,0,03/07/2017 00:57,03/07/2017 01:00,1,1,1,1,,,,,,,,,,,,,,,Second,Second,more fermentation makes the sound different,Yes,No,42,female,right-handed,English,None,Yes,No,No,No,Never,Never,1,FM_KhyaKheu_KhyaKheu,33.55780029,-82.16480255,-1
R_2eXxKRma7oJToOB,Default Response Set,Anonymous,,,68.113.193.40,0,03/07/2017 00:59,03/07/2017 01:02,1,1,1,1,First,First,,,,,,,,,,,,,,,"I thought the higher pitched one seemed more appropriate for the 30%. Like it was under more pressure, stronger. I don't really understand it though.",Yes,No,30,female,right-handed,English,None,No,No,Yes,No,Never,Never,1,MF_KheuKhya_KheuKhya,32.74060059,-97.38020325,-1
R_1ptiGpuXK4t5Yjx,Default Response Set,Anonymous,,,108.250.206.38,0,03/07/2017 01:11,03/07/2017 01:18,1,1,1,1,,,First,First,,,,,,,,,,,,,"I thought about how I would feel if I were drinking something strong in alcohol content and what sound I would make, I sued this as a guide.",Yes,No,54,male,right-handed,English,None,No,No,No,No,Occasionally,Never,1,FM_KheuKhya_KhyaKheu,29.8256073,-90.12110138,-1
R_3PTWzz3s5xuQabd,Default Response Set,Anonymous,,,72.182.211.59,0,03/07/2017 00:42,03/07/2017 01:26,1,1,1,1,,,,,,,First,First,,,,,,,,,"one is sharper than the other, but I have no idea why either of these sounds would be associated with any drink",Yes,Yes,71,male,right-handed,english,None,No,No,No,Maybe,Rarely,Never,1,FM_KhyaKheu_KheuKhya,32.8500061,-96.96130371,-1
R_2CJ6YQJxsOGgghl,Default Response Set,Anonymous,,,174.101.217.90,0,03/07/2017 01:32,03/07/2017 01:35,1,1,1,1,,,,,,,,,,,First,First,,,,,"Well, the ones that seemed a bit deeper and longer I associated with 30% alcohol, because it is stronger. The quieter, shorter one to me meant the drink was less harsh.",Yes,No,24,female,right-handed,English,None,Yes,Yes,Yes,Yes,Never,Never,1,MF_KhyaKheu_KhyaKheu,39.92419434,-83.80879974,-1
R_1hW16d1ME5d11WE,Default Response Set,Anonymous,,,73.119.38.202,0,02/07/2017 13:22,02/07/2017 13:24,0,1,1,1,,,First,Second,,,,,,,,,,,,,Longer clips could possibly lead to better results.,Yes,No,24,male,right-handed,English,None,Yes,Yes,Yes,Yes,Never,Never,,FM_KheuKhya_KhyaKheu,,,-1
R_2QnCkE9OUKQLRqn,Default Response Set,Anonymous,,,118.174.114.135,0,03/07/2017 01:00,03/07/2017 01:03,0,1,1,1,,,,,,,,,Second,Second,,,,,,,"pressure released, or the pain of drinking it...",Yes,No,47,male,right-handed,english,None,Yes,No,No,Yes,Never,Short visit(s),,FM_KheuKhya_KheuKhya,,,-1
R_OkTLiu6oopOYxfb,Default Response Set,Anonymous,,,98.146.70.81,0,02/07/2017 16:18,02/07/2017 16:20,0,1,1,1,,,,,,,,,,,,,,,Second,First,higher pressure has a louder sound which means higher alcohol content,Yes,Yes,25,female,right-handed,english,None,No,No,Yes,No,Never,Never,,FM_KhyaKheu_KhyaKheu,,,-1
R_25FmPUBCfPFsy36,Default Response Set,Anonymous,,,139.60.67.58,0,02/07/2017 16:12,02/07/2017 16:16,0,1,1,1,First,Second,,,,,,,,,,,,,,,15% is less and so I chose the sound that sounded less time,Yes,Yes,25,female,right-handed,English. Spanish ,None,No,Yes,Yes,No,Never,Never,,MF_KheuKhya_KheuKhya,,,-1
R_1pMQwzONGByNMIW,Default Response Set,Anonymous,,,23.240.148.114,0,03/07/2017 00:57,03/07/2017 01:00,0,1,1,1,,,,,First,First,,,,,,,,,,,I was caught off guard because the sounds were not what I was expecting.  They reminded me of the sound you hear when you uncap a soda can,Yes,No,42,female,ambidextrous,english,None,Yes,Yes,Yes,No,Never,Never,,MF_KheuKhya_KhyaKheu,,,-1
R_2f7gDWblaMXF2ls,Default Response Set,Anonymous,,,75.191.177.231,0,03/07/2017 00:41,03/07/2017 00:45,0,1,1,1,,,,,,,,,Second,First,,,,,,,"the softer sound made me think of a less content of pressure, less alcohol content",Yes,No,56,female,right-handed,English,None,No,No,Maybe,Yes,Rarely,Never,,FM_KheuKhya_KheuKhya,,,-1
R_3EiD2zKKkeeTqhv,Default Response Set,Anonymous,,,129.7.0.45,0,02/07/2017 16:20,02/07/2017 16:22,0,1,1,1,Second,First,,,,,,,,,,,,,,,The strength of the sound was he only influence,Yes,No,23,female,right-handed,english,None,Yes,No,No,Yes,Occasionally,Never,,MF_KheuKhya_KheuKhya,,,-1
R_301VeruC9CwaON6,Default Response Set,Anonymous,,,73.139.54.133,0,02/07/2017 16:13,02/07/2017 16:17,0,1,1,1,,,,,,,,,,,First,First,,,,,The first one seems lighter,Yes,No,26,female,right-handed,English,None,Yes,No,No,Yes,Never,Never,,MF_KhyaKheu_KhyaKheu,,,-1
R_WwiRofTvTx6AUFz,Default Response Set,Anonymous,,,71.173.21.215,0,03/07/2017 00:59,03/07/2017 01:02,0,1,1,1,,,,,,,First,First,,,,,,,,,I chose the shorter and then the slightly quieter,Yes,No,33,male,right-handed,english,None,No,No,Yes,No,Rarely,Never,,FM_KhyaKheu_KheuKhya,,,-1
R_2sRce5oDPZd7FzH,Default Response Set,Anonymous,,,98.125.217.159,0,02/07/2017 16:12,02/07/2017 16:14,0,1,1,1,,,,,,,,,First,Second,,,,,,,A more bold sound on the 30 percent.,Yes,No,24,male,right-handed,English,None,No,No,No,No,Never,Never,,FM_KheuKhya_KheuKhya,,,-1
R_1Fg4XQNmdt4tCdd,Default Response Set,Anonymous,,,68.229.191.106,0,03/07/2017 00:59,03/07/2017 01:05,0,1,1,1,,,,,Second,First,,,,,,,,,,,One sound was louder than the other while one sound was lower than the either. The audio sounded like when someone drinks soju or sake and it hits them and if it's strong they make the sounds that I heard on the audio clips. I think the sounds with the higher alcohol content (30%) would make a more sharp louder sound because it's stronger so a person's reaction would be higher and louder as opposed to the lower alcohol content (15%). ,Yes,No,25,female,left-handed,"Chinese, English",Novice,Yes,Yes,Yes,Yes,Regularly,Never,,MF_KheuKhya_KhyaKheu,,,-1
R_1OZizTFaL0Y7gBQ,Default Response Set,Anonymous,,,198.108.140.10,0,03/07/2017 00:59,03/07/2017 01:01,0,1,1,1,,,,,,,,,,,,,Second,Second,,,I suppose which one sounded more aggressive and which one sounded more natural,Yes,Yes,26,male,right-handed,English,None,Yes,No,Maybe,Yes,Rarely,Never,,MF_KhyaKheu_KheuKhya,,,-1
R_3nq5TExBF7SuPo8,Default Response Set,Anonymous,,,66.214.133.107,0,03/07/2017 00:11,03/07/2017 00:15,0,1,1,1,,,,,,,,,First,First,,,,,,,It seemed that the first sound was lower in pitch. I made the assumption that people would make a lower- pitched sound after taking a sip of the 15% alcohol drink than they would taking a sip of the 30% alcohol drink. ,Yes,Yes,27,female,left-handed,English,None,Yes,No,Maybe,No,Never,Never,,FM_KheuKhya_KheuKhya,,,-1
R_1CeFyDSzzH1HLiz,Default Response Set,Anonymous,,,69.181.210.97,0,03/07/2017 00:10,03/07/2017 00:13,0,1,1,1,,,Second,First,,,,,,,,,,,,,"I didn't notice too much, but I thought that the one that sounded ""harsher"" was the 30% alcohol one as it may be harsher to drink.",Yes,No,24,male,right-handed,English,None,Yes,Yes,Yes,Yes,Never,Never,,FM_KheuKhya_KhyaKheu,,,-1
R_2ZNq5RedMe5T7Cr,Default Response Set,Anonymous,,,104.172.128.4,0,03/07/2017 00:55,03/07/2017 00:58,0,1,1,1,,,,,,,,,,,,,Second,First,,,"One sounded more drunk than the other, I chose the one that sounded like that for the 15% liquor.",Yes,Yes,28,female,right-handed,English,None,Yes,Yes,Yes,No,Rarely,Never,,MF_KhyaKheu_KheuKhya,,,-1
R_2U30wqJgKWbYwGf,Default Response Set,Anonymous,,,65.129.23.205,0,03/07/2017 00:11,03/07/2017 00:13,0,1,1,1,,,,,,,,,,,,,,,First,Second,I choose the sound that was more harsh and dramatic as the one associated with the 30% alcohol.,Yes,Yes,40,female,right-handed,English,None,Yes,Yes,Yes,Yes,Never,Never,,FM_KhyaKheu_KhyaKheu,,,-1
R_rqFryL61PwTzF8B,Default Response Set,Anonymous,,,184.3.53.249,0,03/07/2017 00:41,03/07/2017 00:44,0,1,1,1,,,Second,First,,,,,,,,,,,,, / louder sound was less refined,Yes,No,51,female,right-handed,English,None,No,No,No,No,Regularly,Never,,FM_KheuKhya_KhyaKheu,,,-1
R_2PBWnSGQwnzOtY7,Default Response Set,Anonymous,,,99.173.140.25,0,02/07/2017 16:12,02/07/2017 16:15,0,1,1,1,,,,,Second,First,,,,,,,,,,,I thought about the amount of alcohol like I would the carbonation in a soft drink and how that would impact the sound. So a more impactful sound equated to more alcohol being in it. ,Yes,No,25,female,ambidextrous,English,None,Yes,No,No,Yes,Never,Never,,MF_KheuKhya_KhyaKheu,,,-1
R_2aLXirnsKWjl1Px,Default Response Set,Anonymous,,,98.27.249.136,0,02/07/2017 16:11,02/07/2017 16:13,0,1,1,1,,,,,,,,,,,,,,,First,First,the sound was lighter for the ones i picked which i think made me think it had less achoal. ,Yes,No,38,male,right-handed,english,None,No,No,No,Maybe,Occasionally,Never,,FM_KhyaKheu_KhyaKheu,,,-1
R_3IXgs9uJ7WSmH1N,Default Response Set,Anonymous,,,107.5.88.103,0,03/07/2017 00:10,03/07/2017 00:13,0,1,1,1,,,,,,,,,Second,First,,,,,,,What influenced my judgment was how loud they were when opened and how much of an aggressive sound they each made. I felt that that the louder noises would be related to the higher alcohol content.,Yes,No,26,male,right-handed,English,None,Maybe,No,Yes,No,Rarely,Never,,FM_KheuKhya_KheuKhya,,,-1
