ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Question,Qualitative,Condition,StimGender,RespType
R_1gqlS7Ak2QaJLJn,männlich,63,Österreichisches Deutsch,Niemals,Weiss nicht,Anfänger,Nein,Ja,Ja,hart,Beim 2. Experiment der sirrende Ton beim 2. Jingle machte für mich den Gesamteindruck härter. War bewusste Entscheidung. Unbewusst wäre wohl der erste härter gewesen. ,KheuKhya,Male,Khya
R_1iqxkOtqqk5HLki,weiblich,31,Österreichisches Deutsch,Niemals,Selten,Nein,Nein,Ja,Nein,weich,dauer des geraeuschs ,KhyaKheu,Male,Kheu
R_1iqxkOtqqk5HLki,weiblich,31,Österreichisches Deutsch,Niemals,Selten,Nein,Nein,Ja,Nein,weich,dauer des geraeuschs ,KhyaKheu,Female,Kheu
R_1is1fvdGcK5rpMA,männlich,47,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"Das ""kch"" Geraeusch klingt fuer meine Ohren haerter als das ""tsch"" Geraeusch.",KhyaKheu,Male,Kheu
R_1is1fvdGcK5rpMA,männlich,47,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"Das ""kch"" Geraeusch klingt fuer meine Ohren haerter als das ""tsch"" Geraeusch.",KheuKhya,Female,Kheu
R_1jdB5EalDXsnNFt,männlich,26,Deutsch,Niemals,Niemals,Nein,Vielleicht,Ja,Nein,weich,"Das ""ah"" hört sich wicher an, als das ""ch"".",KhyaKheu,Male,Khya
R_1jdB5EalDXsnNFt,männlich,26,Deutsch,Niemals,Niemals,Nein,Vielleicht,Ja,Nein,weich,"Das ""ah"" hört sich wicher an, als das ""ch"".",KheuKhya,Female,Khya
R_1jezpDtFMDkNPjy,weiblich,44,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,Ein Klickton am Anfang klingt härter.,KheuKhya,Male,Kheu
R_1jezpDtFMDkNPjy,weiblich,44,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,Ein Klickton am Anfang klingt härter.,KheuKhya,Male,Kheu
R_1JPgfgQmDHGvP6Z,männlich,27,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,"Manche Geräusche hatten einen gepressten Unterton, eine Art Zischen. Aufgrund dieses Geräuschs habe ich dann die jeweilige Alternative als ""weicher"" ausgewählt.",KheuKhya,Female,Khya
R_1JPgfgQmDHGvP6Z,männlich,27,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,"Manche Geräusche hatten einen gepressten Unterton, eine Art Zischen. Aufgrund dieses Geräuschs habe ich dann die jeweilige Alternative als ""weicher"" ausgewählt.",KhyaKheu,Male,Khya
R_1JQ3LmjTpTSDZ6S,weiblich,58,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,weich,"Bei der ersten Aufgabe war die Antwort einfach, weil die Stimme nach ""unten"" ging. Bei der zweiten empfand ich beide als ungefähr gleich ""hart"".",KheuKhya,Male,Khya
R_1JQ3LmjTpTSDZ6S,weiblich,58,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,weich,"Bei der ersten Aufgabe war die Antwort einfach, weil die Stimme nach ""unten"" ging. Bei der zweiten empfand ich beide als ungefähr gleich ""hart"".",KheuKhya,Female,Kheu
R_1JRXeHJBbfTO0JB,weiblich,19,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Nein,weich,Die Stimme und die Aussprache der Beispiele haben mich beeinflusst. Des Weiteren hat mich die Lautstärke der Aufnahme beeinflusst.,KhyaKheu,Male,Khya
R_1JRXeHJBbfTO0JB,weiblich,19,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Nein,weich,Die Stimme und die Aussprache der Beispiele haben mich beeinflusst. Des Weiteren hat mich die Lautstärke der Aufnahme beeinflusst.,KhyaKheu,Female,Khya
R_1JW13uZhF9ATkSy,männlich,20,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Der harte Part innerhalb der Aufnahme war vielleicht deutlicher hervorgehoben. Eine genaue Einschätzung kann ich nicht geben,KheuKhya,Female,Kheu
R_1JW13uZhF9ATkSy,männlich,20,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Der harte Part innerhalb der Aufnahme war vielleicht deutlicher hervorgehoben. Eine genaue Einschätzung kann ich nicht geben,KhyaKheu,Male,Kheu
R_1LFH2EKxsc5e7W1,männlich,25,Deutsch,Niemals,Selten,Nein,Ja,Ja,Ja,weich,"Explosivere Geräuche klangen härter, die anderen, die so klangen als würde der Luftstrom nicht blockiert werden, waren weicher. Eventuell auch Erinnerung an Schlagzeugklänge (hart = rimshot, weich = highhat mit einem Besen gespielt)",KhyaKheu,Female,Khya
R_1LFH2EKxsc5e7W1,männlich,25,Deutsch,Niemals,Selten,Nein,Ja,Ja,Ja,weich,"Explosivere Geräuche klangen härter, die anderen, die so klangen als würde der Luftstrom nicht blockiert werden, waren weicher. Eventuell auch Erinnerung an Schlagzeugklänge (hart = rimshot, weich = highhat mit einem Besen gespielt)",KheuKhya,Male,Khya
R_1LiiAn03bNPyQoF,,NA,,,,,,,,hart,,KhyaKheu,Male,Khya
R_1LiiAn03bNPyQoF,,NA,,,,,,,,hart,,KhyaKheu,Female,Kheu
R_1Lui7sbRXT5LYcX,,NA,,,,,,,,weich,,KheuKhya,Female,Khya
R_1Lui7sbRXT5LYcX,,NA,,,,,,,,weich,,KhyaKheu,Male,Kheu
R_1mRgqmF5NTpN3b0,,NA,,,,,,,,weich,,KheuKhya,Male,Khya
R_1mRgqmF5NTpN3b0,,NA,,,,,,,,weich,,KheuKhya,Male,Khya
R_1NbtjW5j6R0V5B4,weiblich,34,"English, Deutsch, Französisch ",Niemals,Niemals,Nein,Nein,Ja,Vielleicht,weich,"Mein Eindruck hat irgendetwas mit der Klangbewegung am Ende zu tun. Kann aber weiter nichts sagen, da nur 1 x angehört. ",KheuKhya,Male,Kheu
R_1NbtjW5j6R0V5B4,weiblich,34,"English, Deutsch, Französisch ",Niemals,Niemals,Nein,Nein,Ja,Vielleicht,weich,"Mein Eindruck hat irgendetwas mit der Klangbewegung am Ende zu tun. Kann aber weiter nichts sagen, da nur 1 x angehört. ",KhyaKheu,Female,Khya
R_1NtqTvD1qZjgPj7,weiblich,30,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Nein,hart,"Unterschiedliche intensive Aspiration -&gt; weniger Aspiration, härterer Klang",KheuKhya,Female,Kheu
R_1NtqTvD1qZjgPj7,weiblich,30,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Nein,hart,"Unterschiedliche intensive Aspiration -&gt; weniger Aspiration, härterer Klang",KhyaKheu,Male,Khya
R_1nV14Fcie9JPJ5s,weiblich,58,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,weich,Lautstaerke,KheuKhya,Female,Khya
R_1nV14Fcie9JPJ5s,weiblich,58,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,weich,Lautstaerke,KheuKhya,Male,Kheu
R_1pJuONOjjxSp5P4,,NA,,,,,,,,hart,,KhyaKheu,Female,Kheu
R_1pJuONOjjxSp5P4,,NA,,,,,,,,hart,,KhyaKheu,Female,Kheu
R_1pKycqpjGUOQf6Q,männlich,48,deutsch,Kurzbesuch(e),Niemals,Nein,Ja,Ja,Ja,weich,"Je mehr das Geräusch geeignet war, mich zu erschrecken, desto härter habe ich es empfunden.",KheuKhya,Female,Khya
R_1pKycqpjGUOQf6Q,männlich,48,deutsch,Kurzbesuch(e),Niemals,Nein,Ja,Ja,Ja,weich,"Je mehr das Geräusch geeignet war, mich zu erschrecken, desto härter habe ich es empfunden.",KheuKhya,Male,Kheu
R_1pPZcPrIiXJ400g,männlich,41,Englisch,Niemals,Niemals,Nein,Ja,Ja,Ja,weich,"Einer klang roboterhaft, einer klang zu hart, die anderen beiden waren gut",KhyaKheu,Male,Kheu
R_1pPZcPrIiXJ400g,männlich,41,Englisch,Niemals,Niemals,Nein,Ja,Ja,Ja,weich,"Einer klang roboterhaft, einer klang zu hart, die anderen beiden waren gut",KhyaKheu,Female,Kheu
R_1rxN1mwxNtZIlWp,männlich,33,deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"ich hatte den eindruck, dass die jeweils zweite aufnahme plötzlicher und lauter begann was einen härteren eindruck hinterließ",KhyaKheu,Female,Kheu
R_1rxN1mwxNtZIlWp,männlich,33,deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"ich hatte den eindruck, dass die jeweils zweite aufnahme plötzlicher und lauter begann was einen härteren eindruck hinterließ",KhyaKheu,Male,Kheu
R_20OLa086gAhYLGL,weiblich,36,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Wenn so etwas wie ein ""ch""-Laut (weich gesprochen wie nach i oder e) drin vorkam oder etwas mehr Hauchendes, klang es weicher.",KheuKhya,Male,Khya
R_20OLa086gAhYLGL,weiblich,36,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Wenn so etwas wie ein ""ch""-Laut (weich gesprochen wie nach i oder e) drin vorkam oder etwas mehr Hauchendes, klang es weicher.",KhyaKheu,Female,Khya
R_22KtWVGSV16onXU,männlich,66,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,"I think that my two principles were: the darker the sound, the softer and the lower the sound, the softer.",KhyaKheu,Female,Kheu
R_22KtWVGSV16onXU,männlich,66,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,"I think that my two principles were: the darker the sound, the softer and the lower the sound, the softer.",KheuKhya,Male,Kheu
R_22mexepThQvzYbu,weiblich,34,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Ja,hart,"Für mich klangen die erste und die letzte Aufnahme sehr ähnlich bis gleich. Sie glichen einem Angriff einer Kobra, die sich aufrichtet. Der zweite Laut der ersten Frage hingegen war eher der Laut einer Schlange, die aus ihrer Angreiferposition wieder zurück in eine Ruheposition kommt.",KheuKhya,Male,Kheu
R_22mexepThQvzYbu,weiblich,34,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Ja,hart,"Für mich klangen die erste und die letzte Aufnahme sehr ähnlich bis gleich. Sie glichen einem Angriff einer Kobra, die sich aufrichtet. Der zweite Laut der ersten Frage hingegen war eher der Laut einer Schlange, die aus ihrer Angreiferposition wieder zurück in eine Ruheposition kommt.",KhyaKheu,Female,Kheu
R_22QcJKT3k0RPzz5,männlich,27,Deutsch,Niemals,Selten,Nein,Nein,Vielleicht,Nein,weich,Ich habe nichts besonderes an den Geräuschen bemerkt.,KhyaKheu,Female,Khya
R_22QcJKT3k0RPzz5,männlich,27,Deutsch,Niemals,Selten,Nein,Nein,Vielleicht,Nein,weich,Ich habe nichts besonderes an den Geräuschen bemerkt.,KhyaKheu,Male,Kheu
R_22rdswIyrbZzbTF,weiblich,55,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Höheres Zischen wirkt auf mich härter als volleres.,KheuKhya,Male,Kheu
R_22rdswIyrbZzbTF,weiblich,55,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Höheres Zischen wirkt auf mich härter als volleres.,KhyaKheu,Female,Kheu
R_22snmqoI3gW9OZ8,,NA,,,,,,,,hart,,KhyaKheu,Female,Khya
R_22snmqoI3gW9OZ8,,NA,,,,,,,,hart,,KheuKhya,Male,Kheu
R_25GVNbNSBh9MMpk,männlich,31,Deutsch,Niemals,Niemals,Nein,Vielleicht,Ja,Ja,weich,Härte des Ausdrucks.,KhyaKheu,Male,Khya
R_25GVNbNSBh9MMpk,männlich,31,Deutsch,Niemals,Niemals,Nein,Vielleicht,Ja,Ja,weich,Härte des Ausdrucks.,KhyaKheu,Female,Kheu
R_27f1g9N20mACyeM,weiblich,37,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Die Länge des Vokals des zweiten Geräuschs im ersten Experiment beeinflusst dessen Wahrnehmung.  / Im zweiten Experiment hängt die Wahrnehmung meiner Meinung nach mit dem Vokal des Geräuschs zusammen.,KhyaKheu,Female,Khya
R_27f1g9N20mACyeM,weiblich,37,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Die Länge des Vokals des zweiten Geräuschs im ersten Experiment beeinflusst dessen Wahrnehmung.  / Im zweiten Experiment hängt die Wahrnehmung meiner Meinung nach mit dem Vokal des Geräuschs zusammen.,KhyaKheu,Male,Khya
R_27WgfeDWD4jTMat,,NA,,,,,,,,weich,,KheuKhya,Female,Kheu
R_27WgfeDWD4jTMat,,NA,,,,,,,,weich,,KheuKhya,Female,Kheu
R_29oxwpdAUBROw12,männlich,33,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,hart,"Tiefer, abgehackter klingt für mich härter. Weniger Varianz, sanfte Übergänge klingt für mich weicher.",KhyaKheu,Male,Khya
R_29oxwpdAUBROw12,männlich,33,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,hart,"Tiefer, abgehackter klingt für mich härter. Weniger Varianz, sanfte Übergänge klingt für mich weicher.",KhyaKheu,Female,Kheu
R_2abLLVADEcycyyy,weiblich,52,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Eventuell die Tonhöhe und die Länge des auslautenden Zischgeräuschs.,KheuKhya,Female,Kheu
R_2abLLVADEcycyyy,weiblich,52,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Eventuell die Tonhöhe und die Länge des auslautenden Zischgeräuschs.,KheuKhya,Male,Kheu
R_2aJ0lyqOdzmw6HL,männlich,29,"Deutsch, Polnisch",Niemals,Selten,Nein,Nein,Ja,Nein,weich,Mein Gehör und Empfinden. Eine der Aufnahmen klang kratziger.,KhyaKheu,Female,Khya
R_2aJ0lyqOdzmw6HL,männlich,29,"Deutsch, Polnisch",Niemals,Selten,Nein,Nein,Ja,Nein,weich,Mein Gehör und Empfinden. Eine der Aufnahmen klang kratziger.,KheuKhya,Male,Khya
R_2c6hRYJLCWS56Mn,,NA,,,,,,,,hart,,KhyaKheu,Male,Kheu
R_2c6hRYJLCWS56Mn,,NA,,,,,,,,hart,,KhyaKheu,Female,Kheu
R_2CjghyPinePkZn4,männlich,30,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Ja,weich,Die zweite Aufnahme hat beim Anhören in den Ohren wehgetan,KhyaKheu,Female,Khya
R_2CjghyPinePkZn4,männlich,30,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Ja,weich,Die zweite Aufnahme hat beim Anhören in den Ohren wehgetan,KheuKhya,Male,Kheu
R_2DOenY4br0aBnDV,männlich,24,"Deutsch, Ungarisch",Niemals,Selten,Nein,Nein,Ja,Nein,weich,"Ich denke, dass die Höhe des Tons auch entscheidend war.",KhyaKheu,Male,Khya
R_2DOenY4br0aBnDV,männlich,24,"Deutsch, Ungarisch",Niemals,Selten,Nein,Nein,Ja,Nein,weich,"Ich denke, dass die Höhe des Tons auch entscheidend war.",KheuKhya,Female,Khya
R_2e3D2ft4zq1J79j,männlich,33,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Ja,hart,Burst frequency,KheuKhya,Female,Kheu
R_2e3D2ft4zq1J79j,männlich,33,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Ja,hart,Burst frequency,KheuKhya,Male,Kheu
R_2Eub7d8tHGmXagT,männlich,30,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Ja,weich,Der 'weiche' Ton ähnelt einem Hauch. Der 'harte' ähnelt einem röcheln.,KhyaKheu,Male,Khya
R_2Eub7d8tHGmXagT,männlich,30,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Ja,weich,Der 'weiche' Ton ähnelt einem Hauch. Der 'harte' ähnelt einem röcheln.,KheuKhya,Female,Khya
R_2f2PEbfVGX3dXef,männlich,31,Deutsch,Niemals,Selten,Nein,Nein,Nein,Nein,hart,"Schwer zu sagen, um ehrlich zu sein. Vielleicht hat sich eins mehr angehört wie ein Tier, dass mich angreifen will.",KheuKhya,Male,Khya
R_2f2PEbfVGX3dXef,männlich,31,Deutsch,Niemals,Selten,Nein,Nein,Nein,Nein,hart,"Schwer zu sagen, um ehrlich zu sein. Vielleicht hat sich eins mehr angehört wie ein Tier, dass mich angreifen will.",KhyaKheu,Female,Kheu
R_2i7D6aXzUhOzV8B,,NA,,,,,,,,weich,,KhyaKheu,Female,Khya
R_2i7D6aXzUhOzV8B,,NA,,,,,,,,weich,,KhyaKheu,Female,Khya
R_2PAWd2M1cIOh9JK,weiblich,32,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Im zweiten Durchgang klang das erste Beispiel kindlicher....das hat möglicherweise ""weich"" für mich getriggert. / Im ersten Durchgang konnte ich mich (wie im Zweiten) kaum entscheiden, weil beides ""hart"" klingt. Das erste Beispiel klingt etwas ängstlich (verteidigend) das zweite bedrohlich (angreiferisch). Muss ich eines der zwei als ""weich"" bezeichnen, so wähle ich das Ängstliche.",KheuKhya,Male,Kheu
R_2PAWd2M1cIOh9JK,weiblich,32,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Im zweiten Durchgang klang das erste Beispiel kindlicher....das hat möglicherweise ""weich"" für mich getriggert. / Im ersten Durchgang konnte ich mich (wie im Zweiten) kaum entscheiden, weil beides ""hart"" klingt. Das erste Beispiel klingt etwas ängstlich (verteidigend) das zweite bedrohlich (angreiferisch). Muss ich eines der zwei als ""weich"" bezeichnen, so wähle ich das Ängstliche.",KhyaKheu,Female,Khya
R_2QocEkSB2YA1e7S,weiblich,62,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Ja,weich,"Weil nach härter oder Wucher gefragt wurde, wäre es laut oder leise gewesen hätte ich danach entschieden",KhyaKheu,Female,Kheu
R_2QocEkSB2YA1e7S,weiblich,62,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Ja,weich,"Weil nach härter oder Wucher gefragt wurde, wäre es laut oder leise gewesen hätte ich danach entschieden",KheuKhya,Male,Khya
R_2QxJCWhlPhSIuyB,weiblich,30,Deutsch,Niemals,Manchmal,Nein,Nein,Ja,Ja,weich,"Meine Auswahl wurde vermutlich durch die Bekanntheit beziehungsweise Unbekanntheit der Laute beeinflusst. Bei Hörbeispiel 3 und 4 hatte ich das Gefühl, #3 eher in meinen eigenen Sprachgebrauch einfügen zu können, ich konnte mir den Laut also besser im Kontext vorstellen. Mit den für mich härter klingenden Lauten verbinde ich außerdem eine größere Negativität, auch wenn alle 4 Hörbeispiele außerhalb eines Kontextes als negative Geräusche verstanden werden können.",KheuKhya,Female,Khya
R_2QxJCWhlPhSIuyB,weiblich,30,Deutsch,Niemals,Manchmal,Nein,Nein,Ja,Ja,weich,"Meine Auswahl wurde vermutlich durch die Bekanntheit beziehungsweise Unbekanntheit der Laute beeinflusst. Bei Hörbeispiel 3 und 4 hatte ich das Gefühl, #3 eher in meinen eigenen Sprachgebrauch einfügen zu können, ich konnte mir den Laut also besser im Kontext vorstellen. Mit den für mich härter klingenden Lauten verbinde ich außerdem eine größere Negativität, auch wenn alle 4 Hörbeispiele außerhalb eines Kontextes als negative Geräusche verstanden werden können.",KhyaKheu,Male,Khya
R_2ruyY50ppPaJiDP,weiblich,53,Deutsch,Mehr als 5 Jahre gelebt,Regelmässig,Fortgeschrittener,Ja,Ja,Ja,hart,"Ich glaube, die Laute transportieren Gefühle und Sprechintentionen. ""A"" für Überraschung, also nicht hart. ""E"" für Ablehnung.. oder ""eh, was soll das "". Ich habe nur aber nur einmal gehört. Mit dem Wissen um die Hörbeispiele und auch die Fragen, würde ich vielleicht beim zweiten Mal genauer hören, weil ich jetzt weiß, wie klein die Unterschiede sind. Und deshalb kann es sein, dass ich die Fragen beim zweiten Mal anders beantworten würde.",KheuKhya,Male,Kheu
R_2ruyY50ppPaJiDP,weiblich,53,Deutsch,Mehr als 5 Jahre gelebt,Regelmässig,Fortgeschrittener,Ja,Ja,Ja,hart,"Ich glaube, die Laute transportieren Gefühle und Sprechintentionen. ""A"" für Überraschung, also nicht hart. ""E"" für Ablehnung.. oder ""eh, was soll das "". Ich habe nur aber nur einmal gehört. Mit dem Wissen um die Hörbeispiele und auch die Fragen, würde ich vielleicht beim zweiten Mal genauer hören, weil ich jetzt weiß, wie klein die Unterschiede sind. Und deshalb kann es sein, dass ich die Fragen beim zweiten Mal anders beantworten würde.",KheuKhya,Male,Kheu
R_2tEWaaNvUT2xt9i,weiblich,25,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,weich,"Die erste Aufnahme klang weicher, weil sie etwas leiser war. In der zweiten Aufnahme war der Konsonant nicht so hart ausgesprochen und deshalb klang sie für mich weicher.",KhyaKheu,Female,Khya
R_2tEWaaNvUT2xt9i,weiblich,25,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,weich,"Die erste Aufnahme klang weicher, weil sie etwas leiser war. In der zweiten Aufnahme war der Konsonant nicht so hart ausgesprochen und deshalb klang sie für mich weicher.",KhyaKheu,Male,Kheu
R_2TsMUN4Qb1JEcYp,,NA,,,,,,,,weich,,KhyaKheu,Male,Khya
R_2TsMUN4Qb1JEcYp,,NA,,,,,,,,weich,,KhyaKheu,Female,Kheu
R_2tytmWfyedjBRmq,,NA,,,,,,,,weich,,KheuKhya,Male,Kheu
R_2tytmWfyedjBRmq,,NA,,,,,,,,weich,,KheuKhya,Female,Khya
R_2UfQXOOJL8GC1le,weiblich,27,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"Das erste Geräusch erinnert an den (harten) Konsonanten k, dass zweite klang eher nach einer Abwandlung eines weichen /s/ Lauts. Daher meine Entscheidung. ",KhyaKheu,Female,Khya
R_2UfQXOOJL8GC1le,weiblich,27,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"Das erste Geräusch erinnert an den (harten) Konsonanten k, dass zweite klang eher nach einer Abwandlung eines weichen /s/ Lauts. Daher meine Entscheidung. ",KheuKhya,Male,Kheu
R_2upIlGQaSQHxNhk,weiblich,35,Austrian German,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,"I'm an Austrian German Speaker if that's of any importance. /  / Fuer mich klang in der ersten Aufgabe der erste Ton haerter, weil er abrupter war und von der wahrnehmung her lauter  vmtl sind sie jedoch genau gleich laut)  /  / in der zweiten aufgabe klang der zweite ton haerter, weil es eine art steigerung gab, es klang wie ein aggressives fauchen",KheuKhya,Female,Kheu
R_2upIlGQaSQHxNhk,weiblich,35,Austrian German,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,"I'm an Austrian German Speaker if that's of any importance. /  / Fuer mich klang in der ersten Aufgabe der erste Ton haerter, weil er abrupter war und von der wahrnehmung her lauter  vmtl sind sie jedoch genau gleich laut)  /  / in der zweiten aufgabe klang der zweite ton haerter, weil es eine art steigerung gab, es klang wie ein aggressives fauchen",KhyaKheu,Male,Khya
R_2V9GFpKW8kQ7Khn,weiblich,47,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"Bei der ersten Auswahl war für mich die Unterscheidung eher emotional, das eine klang irgendwie aggressiver und somit härter. Bei der zweiten Auswahl hing die Entscheidung vor allem am k-Laut der für mich härter klang.",KhyaKheu,Male,Khya
R_2V9GFpKW8kQ7Khn,weiblich,47,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"Bei der ersten Auswahl war für mich die Unterscheidung eher emotional, das eine klang irgendwie aggressiver und somit härter. Bei der zweiten Auswahl hing die Entscheidung vor allem am k-Laut der für mich härter klang.",KhyaKheu,Female,Kheu
R_2vYBlLAu35kQPSU,weiblich,35,"türkisch, deutsch",Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Ich weiß es ehrlich gesagt nicht.,KheuKhya,Male,Kheu
R_2vYBlLAu35kQPSU,weiblich,35,"türkisch, deutsch",Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Ich weiß es ehrlich gesagt nicht.,KhyaKheu,Female,Kheu
R_2wBKiNeIG8xIpqp,männlich,43,"deutsch, russisch",Niemals,Niemals,Nein,Nein,Vielleicht,Nein,hart,Gefühl,KhyaKheu,Female,Kheu
